법정동시도코드,시도명,법정동시군구코드,시군구명,시간코드,전체_카드,교통,백화점,소형유통,숙박,스포츠외,여행,요식,의료,주유,주차장,편의점,할인점외
41,경기,190,부천시,52,44514,12965,6997,17427,1851,6909,706,48829,2253,8976,3846,21050,21742
31,울산,170,동구,55,2468,953,430,870,192,300,140,2471,110,720,189,1153,1105
26,부산,260,동래구,54,14277,5263,2205,4480,675,2030,408,13371,719,3025,1473,5608,6487
44,충남,710,금산군,52,914,301,81,334,26,61,0,750,30,219,82,319,322
11,서울,560,영등포구,53,68402,23262,13125,26364,3582,11432,1227,80285,3521,11531,5851,34386,30222
41,경기,273,안산시 단원구,52,10253,3219,1371,3834,424,1532,111,10821,449,2514,1075,4897,4760
30,대전,230,대덕구,55,6277,2416,887,2305,221,769,41,5827,251,1558,518,2658,2587
41,경기,650,포천시,55,362,97,46,149,20,52,0,362,17,102,38,182,141
43,충북,720,보은군,51,248,74,28,101,6,19,0,206,6,76,17,106,91
27,대구,290,달서구,52,35090,11427,5060,11919,1244,4139,270,34257,1281,8135,2262,14414,16051
46,전남,110,목포시,51,10415,3879,1230,4432,405,1345,51,10032,584,2812,422,4005,4480
41,경기,570,김포시,55,6926,1903,929,2751,381,1221,184,7770,360,1857,879,3396,3078
48,경남,880,거창군,54,732,245,96,298,16,83,0,721,26,224,68,344,295
41,경기,465,용인시 수지구,52,18035,4895,4061,7298,893,3307,242,20243,877,4478,2005,8117,8055
11,서울,140,중구,52,13623,4859,2635,5308,771,2286,169,16466,717,2006,1232,6970,6053
26,부산,440,강서구,51,4864,1386,527,1631,237,670,166,4388,230,1321,542,1889,2192
48,경남,880,거창군,53,927,347,124,388,23,106,9,921,44,274,84,434,380
45,전북,740,장수군,51,231,55,12,101,0,14,0,195,14,70,13,86,88
42,강원,820,고성군,53,289,65,25,134,13,50,0,302,9,75,23,154,114
11,서울,590,동작구,52,42538,13577,7084,17931,2107,6879,638,50632,2263,7158,3555,21235,19411
44,충남,250,계룡시,52,5665,1420,602,2175,223,1043,32,4948,227,1666,340,1937,2365
48,경남,123,창원시 성산구,53,22187,7628,3749,8461,940,3371,460,22935,1631,6769,2018,9521,9984
42,강원,230,삼척시,55,580,248,45,230,33,67,8,610,22,160,36,302,274
46,전남,890,완도군,55,125,13,0,63,0,0,0,101,0,40,0,56,33
26,부산,170,동구,53,5832,2602,1023,1894,237,615,85,5366,347,1103,544,2446,2367
42,강원,170,동해시,52,3451,1329,265,1436,224,464,40,3419,189,940,290,1587,1392
41,경기,135,성남시 분당구,51,16680,5455,3508,6925,928,3309,263,19991,959,3862,1744,7933,7509
46,전남,150,순천시,55,5406,2323,575,2280,218,880,70,5415,248,1592,447,2243,2361
28,인천,710,강화군,51,419,107,38,169,9,57,0,380,27,123,47,168,156
42,강원,810,인제군,55,139,32,15,50,13,0,0,153,6,43,10,68,45
46,전남,800,장흥군,55,174,46,15,71,0,14,0,136,11,37,6,75,59
43,충북,720,보은군,54,350,90,41,144,16,34,0,309,14,128,27,145,129
48,경남,330,양산시,51,14120,3708,1448,4922,580,1755,333,13058,640,3990,1407,5601,6318
41,경기,273,안산시 단원구,53,14646,4427,1878,5356,616,2132,158,15194,638,3549,1458,6900,6673
29,광주,200,광산구,55,5542,2183,567,2177,241,904,49,5520,264,1540,529,2273,2513
41,경기,310,구리시,54,6849,2131,1390,2659,388,1088,101,7743,335,1686,693,3371,3113
48,경남,860,산청군,53,181,9,7,53,0,15,0,158,0,65,15,80,72
44,충남,230,논산시,51,4183,1467,420,1620,114,555,26,3583,204,1074,201,1644,1739
41,경기,610,광주시,53,6298,1727,996,2410,326,1079,68,6801,285,1775,796,3090,2619
47,경북,111,포항시 남구,54,11687,3616,1262,4187,594,1683,117,11502,698,3659,860,4728,5421
48,경남,129,창원시 진해구,55,1982,677,278,751,129,342,52,2127,132,695,219,968,895
28,인천,237,부평구,54,20303,6852,2734,7619,891,2880,347,21661,856,3738,1816,9399,9061
41,경기,830,양평군,52,5011,1536,537,2024,245,576,30,4581,241,1285,414,1924,1942
44,충남,250,계룡시,55,2357,677,256,896,99,441,9,2125,80,704,156,831,1002
45,전북,790,고창군,53,1243,364,89,462,46,102,0,1010,68,352,70,425,461
48,경남,310,거제시,54,1760,566,261,665,84,202,38,1675,90,467,157,786,756
26,부산,200,영도구,55,1688,806,321,549,68,163,37,1641,104,375,169,778,771
29,광주,140,서구,54,15998,6182,2239,6072,728,2529,216,15960,737,3914,1323,6314,7156
44,충남,210,서산시,51,1999,631,259,888,117,338,17,2184,76,643,195,1010,829
28,인천,185,연수구,54,19825,5977,3847,6943,1063,3277,371,19974,928,4833,2780,8447,8525
44,충남,790,청양군,55,118,37,10,36,0,0,0,107,0,45,7,44,39
26,부산,320,북구,55,5194,2020,573,1789,192,661,171,5049,290,1170,528,2145,2323
28,인천,710,강화군,54,583,165,53,238,24,70,6,592,33,162,67,268,229
30,대전,140,중구,53,25645,9254,3780,8910,849,2986,193,22110,1042,5571,1831,9756,10453
48,경남,740,창녕군,51,425,113,44,143,14,33,8,374,12,152,35,166,176
47,경북,820,청도군,55,851,336,102,330,34,86,0,731,42,245,58,344,372
41,경기,360,남양주시,53,38546,12004,6502,15565,1720,5655,426,42584,1699,8978,3746,18265,17236
47,경북,770,영덕군,52,853,218,99,351,21,67,0,721,43,225,41,325,318
26,부산,710,기장군,53,9043,2537,1331,2972,429,1246,257,8436,538,2591,1247,3568,4168
43,충북,113,청주시 흥덕구,52,21383,9371,3715,8351,964,3586,231,22441,1023,6058,2210,9722,9929
46,전남,910,신안군,54,331,146,39,131,18,35,0,284,14,101,24,135,140
44,충남,270,당진시,51,1846,565,201,801,87,304,12,1868,75,630,173,879,769
26,부산,200,영도구,52,4018,1771,725,1211,132,345,82,3580,247,750,355,1592,1834
26,부산,350,해운대구,53,33749,12703,7032,10541,2103,4825,1000,32467,1918,7373,4085,13387,15440
43,충북,111,청주시 상당구,51,5651,2105,679,2428,227,903,52,6088,323,1762,644,2554,2560
29,광주,170,북구,54,16689,6310,2067,6407,703,2381,181,16188,717,4478,1520,6415,7379
26,부산,710,기장군,52,6627,1896,966,2204,312,926,177,6189,382,1870,900,2577,3041
28,인천,710,강화군,52,628,153,53,256,21,80,0,591,28,156,65,268,231
47,경북,150,김천시,53,16509,5739,1425,6388,498,1790,90,14372,929,4694,1013,6375,6717
11,서울,260,중랑구,55,6513,2383,934,2734,307,977,66,7690,298,1096,515,3533,3074
42,강원,730,횡성군,53,2317,663,204,1003,73,247,18,1982,149,617,168,830,930
30,대전,200,유성구,55,22109,8461,4195,7871,1088,3145,247,20434,816,5709,2210,8572,8644
11,서울,110,종로구,54,18599,6659,3207,7469,1043,2928,303,22680,1080,2893,1645,9605,8085
30,대전,110,동구,53,19812,7103,2239,7583,687,2308,129,17247,773,4419,1446,7802,8233
41,경기,220,평택시,53,45733,15603,6541,18874,1663,6218,420,46727,2360,12881,3515,22081,19538
43,충북,740,영동군,54,2809,985,242,1088,86,272,11,2303,139,807,126,990,925
43,충북,114,청주시 청원구,54,12606,5009,1778,4961,545,2200,134,13332,492,3943,1305,5942,5831
41,경기,133,성남시 중원구,54,4356,1722,701,1783,199,620,46,4971,182,854,381,2181,1998
44,충남,180,보령시,53,5179,1645,462,1930,170,481,43,4167,198,1394,182,1916,2146
27,대구,290,달서구,53,42251,13607,6049,14270,1504,4989,315,41072,1515,10057,2805,17602,19098
36,세종,110,세종시,52,57334,17566,7520,22025,2532,8209,560,54206,2468,15382,5532,21319,24432
48,경남,310,거제시,52,1737,538,262,655,90,225,31,1594,82,464,146,750,741
42,강원,190,태백시,55,595,295,47,236,34,96,8,603,19,143,25,337,257
26,부산,380,사하구,53,15060,5781,1815,4743,505,1692,379,13770,748,3122,1357,6033,6875
45,전북,740,장수군,52,227,55,10,92,0,15,0,195,15,89,12,88,85
48,경남,740,창녕군,53,749,205,93,240,29,70,9,728,21,252,55,327,320
50,제주,110,제주시,51,3430,1415,290,1448,265,552,306,3822,158,923,375,1756,1580
43,충북,130,충주시,52,5806,2574,536,2359,223,820,41,6331,213,1620,390,2867,2656
48,경남,125,창원시 마산합포구,51,4432,1424,632,1564,174,545,62,4215,282,1219,443,1765,1972
27,대구,710,달성군,54,11669,3418,1573,4194,412,1197,77,11102,401,3247,889,4798,4933
11,서울,140,중구,54,14767,5416,2865,5636,817,2558,209,17984,735,2076,1282,7663,6521
41,경기,117,수원시 영통구,52,30127,9652,5607,11813,1292,5016,265,32715,1294,7320,3206,13348,13307
41,경기,670,여주시,52,931,275,103,361,53,136,9,954,24,257,94,436,386
44,충남,200,아산시,53,34748,12675,3296,13924,1266,4746,244,32403,1315,10061,3099,15070,14140
11,서울,740,강동구,54,19961,6846,3963,8549,964,3521,248,24273,930,3559,1859,9932,9409
47,경북,280,문경시,55,223,70,14,84,0,7,0,204,12,64,6,93,97
26,부산,500,수영구,55,4197,1965,856,1333,237,634,120,4129,215,841,442,1879,1747
41,경기,273,안산시 단원구,54,10509,3264,1444,3902,461,1513,101,11204,455,2525,1087,5081,4760
26,부산,230,부산진구,51,16795,7040,3083,5270,637,2152,421,15841,903,3304,1519,7021,7413
11,서울,620,관악구,54,57754,22017,8821,22743,2348,8789,893,71104,2322,7514,3652,31611,27386
11,서울,650,서초구,51,26297,8505,4878,9355,1834,5243,457,30097,1615,5315,3026,12418,11178
48,경남,730,함안군,54,941,245,122,372,34,113,8,882,29,296,73,421,396
44,충남,150,공주시,51,1392,442,156,519,43,157,6,1193,37,374,105,536,546
41,경기,480,파주시,52,24366,6150,3072,9833,1026,4319,517,25630,1308,7292,2733,11433,10747
26,부산,110,중구,52,2136,1028,377,743,75,210,48,2108,93,337,137,913,867
47,경북,250,상주시,55,553,170,55,203,18,61,0,520,26,191,32,241,236
48,경남,740,창녕군,54,625,193,79,197,17,56,8,618,23,203,51,272,265
41,경기,610,광주시,52,4332,1166,694,1649,224,747,42,4786,209,1221,564,2183,1811
48,경남,820,고성군,55,92,20,6,32,0,0,0,80,0,21,0,51,36
30,대전,230,대덕구,52,12946,4391,1806,4680,421,1517,89,11429,522,3130,994,4989,5217
41,경기,287,고양시 일산서구,52,20559,5398,3611,8438,955,3568,386,23385,1307,5184,2031,9732,9514
48,경남,820,고성군,52,265,70,31,114,6,12,0,231,8,66,20,122,106
46,전남,150,순천시,53,24323,8934,2454,10325,918,3564,262,23607,1136,7207,1734,9501,10583
11,서울,320,도봉구,51,15979,4481,2339,6894,724,2288,199,18974,954,2801,1152,7909,7842
44,충남,200,아산시,51,21745,8314,2142,8815,839,2995,160,20585,875,6309,1990,9523,8916
48,경남,860,산청군,51,113,0,0,30,0,6,0,89,0,35,6,49,36
41,경기,800,연천군,53,827,197,85,345,36,131,7,855,21,253,70,426,334
47,경북,250,상주시,53,1882,506,176,639,46,221,9,1608,85,512,100,731,733
47,경북,760,영양군,53,176,29,15,77,7,12,0,196,0,58,16,90,77
48,경남,250,김해시,55,4854,1413,651,1727,226,692,153,4883,278,1475,460,2222,2170
11,서울,170,용산구,55,11585,4805,2342,4429,754,1997,189,13871,596,2058,1206,6011,4846
46,전남,170,나주시,52,7323,1987,700,3498,318,1051,80,7544,269,2332,532,2741,2999
41,경기,461,용인시 처인구,53,5194,1358,761,2099,218,889,53,5419,220,1452,625,2539,2295
11,서울,590,동작구,53,57255,18147,9496,24194,2835,9454,830,68586,2988,9553,4785,29074,26164
41,경기,173,안양시 동안구,55,8745,3077,1388,3495,471,1633,87,9898,513,2168,964,4187,3995
42,강원,210,속초시,55,378,143,52,166,21,53,0,452,12,72,30,218,171
27,대구,200,남구,52,9003,3376,1409,3102,294,907,67,8561,341,1907,542,3887,3897
47,경북,850,칠곡군,55,3448,1260,364,1272,120,400,23,3211,167,1026,269,1567,1344
48,경남,240,사천시,54,955,323,137,417,47,135,17,1009,22,302,78,437,411
47,경북,920,봉화군,51,280,77,30,115,14,28,0,249,8,68,17,127,110
11,서울,320,도봉구,52,20481,5553,2945,8640,814,2861,243,24057,1223,3443,1325,9862,9985
48,경남,720,의령군,55,57,0,0,23,0,0,0,55,0,15,0,28,27
11,서울,305,강북구,54,19570,5945,3260,8106,790,2886,269,23319,888,3106,1303,10155,9202
45,전북,720,진안군,53,312,81,24,133,12,28,0,303,0,96,31,118,116
44,충남,270,당진시,52,2598,790,243,1110,116,389,14,2619,111,895,226,1253,1067
44,충남,131,천안시 동남구,54,21644,9276,2264,8860,761,3163,184,21613,905,5903,1467,9810,9470
43,충북,745,증평군,51,1192,466,134,563,59,213,0,1292,36,370,99,578,504
42,강원,170,동해시,51,3076,1162,238,1313,192,416,41,3052,171,854,264,1453,1315
45,전북,710,완주군,54,2380,654,215,1017,77,322,25,2281,81,771,208,953,1043
46,전남,840,무안군,51,3797,1109,621,1656,173,552,18,3773,211,1195,213,1528,1646
43,충북,760,괴산군,55,100,15,12,44,0,6,0,116,7,38,0,53,41
29,광주,200,광산구,52,18492,6567,1846,7031,746,2703,190,17505,841,5026,1669,6983,8387
46,전남,890,완도군,52,500,141,48,207,19,31,0,413,16,125,26,178,165
36,세종,110,세종시,54,58006,18128,7627,22090,2580,8228,580,54939,2403,15605,5573,21720,24503
29,광주,110,동구,52,6146,2252,838,2218,288,810,73,5846,264,1555,557,2315,2625
45,전북,190,남원시,52,2422,880,173,983,83,229,18,1968,88,578,103,872,871
41,경기,480,파주시,51,19819,4962,2510,8039,878,3484,436,20863,1035,6129,2296,9295,8815
48,경남,310,거제시,51,1361,426,198,532,66,161,22,1282,69,361,117,577,603
42,강원,830,양양군,53,474,128,40,172,26,77,7,496,20,138,31,237,192
27,대구,200,남구,54,9559,3728,1562,3263,321,1012,72,9287,352,1959,592,4339,4100
47,경북,750,청송군,51,199,47,20,80,7,0,0,184,12,65,19,89,81
46,전남,230,광양시,52,4794,1481,446,2107,209,764,50,4722,264,1488,356,1942,1989
11,서울,470,양천구,53,55982,15896,10648,23226,2754,9822,1054,66634,3411,10884,5076,27070,26628
47,경북,250,상주시,51,1121,306,104,386,25,115,0,946,50,334,67,437,441
46,전남,170,나주시,51,6569,1724,580,3129,262,989,74,6754,236,2092,453,2416,2740
29,광주,170,북구,55,5314,2206,634,2020,232,732,59,5213,258,1466,508,2082,2355
45,전북,113,전주시 덕진구,54,16865,6302,1756,6446,697,2432,183,16466,824,4535,1636,6601,7080
46,전남,170,나주시,53,9139,2360,828,4340,377,1320,90,9390,322,2907,667,3493,3770
28,인천,200,남동구,54,17579,5898,2617,6660,796,2743,280,18691,757,3735,2028,8199,8032
44,충남,133,천안시 서북구,53,53245,21092,5701,21170,2080,7829,411,51459,1882,14945,3565,23272,22242
41,경기,590,화성시,51,28857,8981,4194,11231,1346,4751,297,30786,1181,8538,3276,13464,12830
47,경북,770,영덕군,53,961,242,109,389,26,77,0,792,46,231,46,365,358
26,부산,170,동구,55,2028,954,372,699,103,208,33,1942,106,390,211,903,828
28,인천,140,동구,54,1596,533,212,538,52,190,11,1596,68,310,131,733,673
48,경남,270,밀양시,51,5961,1921,549,1695,146,543,47,4515,327,1477,266,1876,2664
47,경북,840,성주군,53,964,245,100,374,25,73,0,853,34,265,74,348,353
28,인천,245,계양구,54,10357,3370,1305,4038,417,1562,187,11062,451,2046,1027,4759,4776
46,전남,810,강진군,52,525,102,46,238,19,42,0,452,27,157,33,177,169
41,경기,550,안성시,53,7127,2150,771,3113,245,991,49,6998,380,2158,551,3420,3181
41,경기,173,안양시 동안구,54,28949,9384,4673,11559,1371,5180,350,32807,1606,6745,2981,13540,13454
27,대구,170,서구,53,7656,2670,1036,2672,239,808,46,7311,277,1842,511,3355,3551
47,경북,720,군위군,55,76,8,0,23,0,0,0,35,0,19,0,19,27
42,강원,230,삼척시,51,1559,614,125,671,90,169,22,1568,92,460,140,720,698
41,경기,590,화성시,55,13982,5026,2189,5289,665,2308,148,15275,497,4102,1596,6923,6082
27,대구,110,중구,53,9643,3761,1911,3178,435,1210,73,9723,383,2072,686,4292,3941
42,강원,730,횡성군,54,2092,621,184,868,64,225,15,1802,111,516,149,755,795
44,충남,760,부여군,54,1069,363,145,412,40,113,0,925,38,285,49,429,352
47,경북,750,청송군,52,242,54,24,104,8,22,0,240,17,82,23,105,108
11,서울,170,용산구,53,38043,13598,7672,14915,2339,6513,572,45498,2080,6235,3699,19293,16354
41,경기,630,양주시,51,3811,923,490,1567,149,586,51,3970,145,1023,410,1832,1562
41,경기,630,양주시,54,5157,1280,641,2131,211,776,52,5427,192,1405,553,2489,2062
45,전북,750,임실군,52,363,108,31,142,19,31,0,273,13,104,21,101,122
46,전남,810,강진군,55,179,28,0,81,7,0,0,129,9,60,12,52,50
42,강원,760,평창군,52,2187,609,172,952,115,241,19,1919,124,642,165,861,793
26,부산,110,중구,54,2472,1245,443,842,97,243,56,2472,102,387,177,1112,1031
44,충남,810,예산군,52,3315,1119,330,1410,90,350,13,3017,134,879,147,1322,1250
26,부산,170,동구,54,4869,2134,876,1543,205,479,91,4481,290,877,442,2023,1948
45,전북,180,정읍시,54,3916,1361,272,1560,119,409,11,3323,158,999,191,1308,1470
47,경북,720,군위군,53,308,67,28,114,6,7,0,258,14,95,21,113,145
11,서울,560,영등포구,52,53548,18791,10381,20634,2830,9029,987,63036,2789,8911,4583,26845,23814
46,전남,910,신안군,51,303,119,33,131,16,25,0,277,17,88,19,114,144
41,경기,570,김포시,51,20123,4615,2665,8343,1071,3648,517,21882,1167,5472,2423,9382,9187
11,서울,680,강남구,53,47644,17407,8994,17134,3447,9589,782,55511,2740,9140,5196,23550,19681
11,서울,215,광진구,54,24747,9545,4511,9791,1161,4120,422,31033,982,3371,1842,13645,11483
47,경북,940,울릉군,53,352,157,25,116,6,9,0,233,8,80,7,159,108
31,울산,200,북구,51,10974,3219,1306,4027,475,1414,626,10219,631,3287,776,4446,4956
28,인천,110,중구,55,1800,693,256,671,90,268,51,2004,98,508,237,890,782
43,충북,800,단양군,55,300,87,29,105,14,33,0,235,11,78,10,130,109
45,전북,111,전주시 완산구,54,14830,5725,1673,5621,589,2350,150,14621,676,3996,1451,5925,6454
42,강원,770,정선군,51,1264,444,103,524,107,129,12,1122,61,383,59,604,487
45,전북,130,군산시,53,9953,3904,1669,4065,441,1441,99,9630,429,2857,682,4231,4288
31,울산,710,울주군,52,13170,4055,1682,5080,512,1649,627,12556,669,4271,1078,5490,5714
26,부산,410,금정구,53,12861,4685,1724,4233,609,1598,366,12577,587,2745,1234,5304,5801
11,서울,410,서대문구,54,37635,12656,5955,15159,1930,5972,657,45076,1989,6282,3216,19142,16548
11,서울,650,서초구,53,45935,14715,8944,16187,3390,9217,767,53583,2719,9108,5387,22007,19516
50,제주,130,서귀포시,54,1634,569,149,709,141,250,138,1774,48,494,203,818,736
42,강원,130,원주시,52,23714,8862,3179,9912,1057,3595,239,25454,1123,6915,2380,10776,10923
30,대전,170,서구,53,65715,23987,11241,23602,2531,7999,572,59524,2338,14614,5105,25940,26736
41,경기,410,군포시,54,19085,6110,3118,7288,845,2708,197,21246,990,4220,1634,8754,8973
44,충남,210,서산시,53,4026,1185,479,1836,215,659,24,4401,168,1334,369,2071,1701
47,경북,170,안동시,52,3629,1483,455,1496,157,437,22,3974,211,926,257,1747,1707
31,울산,140,남구,51,21381,6909,3059,7831,1075,3079,1453,20641,1167,6157,1709,9005,9604
26,부산,440,강서구,55,1765,571,195,588,81,229,63,1671,65,494,194,732,778
47,경북,830,고령군,53,458,116,44,150,7,27,0,388,14,110,36,174,176
46,전남,840,무안군,53,5627,1655,890,2416,274,814,28,5550,290,1714,311,2304,2393
26,부산,530,사상구,54,8107,3460,1152,2777,312,974,254,7712,459,1631,706,3434,3677
42,강원,170,동해시,53,4942,1840,365,2077,315,697,61,4929,273,1391,424,2390,2061
46,전남,830,영암군,54,1127,359,136,493,53,163,9,1070,54,330,68,479,456
46,전남,730,구례군,54,560,181,47,258,28,47,0,527,21,193,30,201,209
46,전남,770,고흥군,54,711,186,52,313,32,64,0,643,51,208,35,258,261
44,충남,131,천안시 동남구,55,11124,5311,1220,4615,437,1728,94,11473,438,3164,807,5279,4824
30,대전,230,대덕구,51,10424,3666,1443,3825,351,1233,74,9375,451,2606,853,4101,4229
44,충남,150,공주시,54,1840,582,209,695,58,193,9,1612,56,496,136,729,730
41,경기,800,연천군,52,592,127,64,246,21,81,6,622,16,193,38,287,233
27,대구,200,남구,53,10942,4030,1703,3735,354,1128,79,10341,419,2337,661,4787,4687
11,서울,410,서대문구,55,12736,4847,1962,5078,681,2114,232,15284,635,2270,1177,6753,5616
46,전남,910,신안군,55,161,57,21,69,0,18,0,144,12,62,8,61,79
46,전남,900,진도군,53,735,187,78,305,35,78,0,626,32,242,37,260,293
46,전남,880,장성군,53,1184,350,88,510,41,117,0,1004,33,351,83,401,410
47,경북,150,김천시,55,7209,2947,668,2776,228,810,45,6685,379,2034,438,2956,2915
48,경남,220,통영시,51,552,218,65,215,28,73,7,557,15,162,44,254,254
41,경기,370,오산시,54,9360,2903,1270,3523,351,1404,74,9870,384,2718,927,4569,4186
41,경기,135,성남시 분당구,52,21656,6926,4563,9021,1203,4148,330,25879,1231,4716,2094,10133,9616
41,경기,133,성남시 중원구,55,1211,531,206,487,47,172,8,1422,42,262,121,659,569
42,강원,750,영월군,55,494,172,34,215,19,66,0,520,30,115,32,233,208
26,부산,380,사하구,54,12151,4860,1512,3862,411,1424,334,11257,567,2417,1067,4947,5414
41,경기,461,용인시 처인구,52,3612,991,535,1457,159,655,41,3780,154,994,421,1789,1577
41,경기,461,용인시 처인구,55,1174,315,142,432,40,206,11,1135,51,313,126,536,506
28,인천,177,미추홀구,52,11004,4000,1481,3910,433,1597,178,11405,441,2170,1120,5100,4859
42,강원,790,화천군,53,845,292,58,353,40,122,0,961,28,284,86,413,311
47,경북,940,울릉군,52,242,98,14,80,6,0,0,151,0,51,0,101,73
41,경기,285,고양시 일산동구,51,19840,5581,3024,7921,1018,3577,442,22416,1331,5053,2132,9567,9081
45,전북,140,익산시,51,15632,6591,1359,5580,495,1841,137,13592,681,3564,1124,5889,6706
31,울산,200,북구,53,17856,5064,2131,6486,796,2242,929,16419,952,5257,1151,7231,7870
41,경기,281,고양시 덕양구,53,44452,12299,5719,19666,1957,7121,746,50638,2662,11073,4701,21197,19846
11,서울,320,도봉구,54,20688,5940,3034,8836,853,3031,284,24685,1210,3538,1432,10369,10151
47,경북,900,예천군,54,815,207,78,343,31,87,0,795,30,267,55,354,349
46,전남,800,장흥군,51,490,113,49,212,20,53,0,433,33,137,42,191,178
44,충남,131,천안시 동남구,52,20679,8692,2152,8576,739,2947,192,20594,893,5631,1379,9222,9170
41,경기,135,성남시 분당구,54,21388,7221,4670,8784,1213,4201,326,25881,1183,4686,2149,10309,9312
45,전북,800,부안군,55,230,108,32,108,6,19,0,212,15,72,18,103,115
